order_id,order_date,customer_id,product_id,quantity,unit_price,discount,revenue,cost,profit
ORD000045,2023-01-01,C0165,P010,5,871.26,0.0,4356.3,2027.45,2328.85
ORD000046,2023-01-01,C0448,P004,2,245.85,0.05,467.11,248.0,219.11
ORD000047,2023-01-01,C0358,P037,4,1005.01,0.0,4020.04,1762.28,2257.76
ORD000048,2023-01-01,C0396,P040,3,132.54,0.05,377.74,218.73,159.01
ORD000049,2023-01-01,C0327,P037,3,1005.01,0.0,3015.03,1321.71,1693.32
ORD000050,2023-01-02,C0141,P002,12,771.3,0.05,8792.82,4450.44,4342.38
ORD000051,2023-01-02,C0481,P018,1,366.81,0.0,366.81,236.51,130.3
ORD000052,2023-01-02,C0020,P010,2,871.26,0.0,1742.52,810.98,931.54
ORD000053,2023-01-02,C0745,P025,4,467.8,0.0,1871.2,749.52,1121.68
ORD000054,2023-01-02,C0296,P009,1,132.1,0.0,132.1,57.39,74.71
ORD000055,2023-01-02,C0430,P027,5,707.82,0.0,3539.1,1587.25,1951.85
ORD000056,2023-01-02,C0114,P033,4,713.04,0.05,2709.55,1533.44,1176.11
ORD000057,2023-01-02,C0017,P026,5,549.6,0.0,2748.0,1259.1,1488.9
ORD000058,2023-01-02,C0148,P012,1,834.52,0.0,834.52,416.41,418.11
ORD000059,2023-01-02,C0247,P023,2,212.57,0.0,425.14,279.58,145.56
ORD000060,2023-01-02,C0088,P021,3,101.28,0.0,303.84,127.29,176.55
ORD000061,2023-01-02,C0539,P022,5,211.14,0.0,1055.7,570.95,484.75
ORD000062,2023-01-02,C0400,P035,1,272.44,0.05,258.82,193.22,65.6
ORD000063,2023-01-02,C0383,P009,1,132.1,0.0,132.1,57.39,74.71
ORD000064,2023-01-02,C0070,P014,4,1139.22,0.05,4329.04,1971.04,2358.0
ORD000065,2023-01-02,C0361,P022,2,211.14,0.0,422.28,228.38,193.9
ORD000066,2023-01-02,C0702,P019,4,793.08,0.0,3172.32,1381.84,1790.48
ORD000067,2023-01-02,C0139,P004,4,245.85,0.0,983.4,496.0,487.4
ORD000068,2023-01-02,C0207,P002,2,771.3,0.0,1542.6,741.74,800.86
ORD000069,2023-01-02,C0324,P037,5,1005.01,0.0,5025.05,2202.85,2822.2
ORD000070,2023-01-02,C0663,P008,3,784.45,0.0,2353.35,1437.09,916.26
ORD000071,2023-01-02,C0049,P035,3,272.44,0.0,817.32,579.66,237.66
ORD000072,2023-01-02,C0377,P018,4,366.81,0.05,1393.88,946.04,447.84
ORD000073,2023-01-02,C0396,P014,2,1139.22,0.05,2164.52,985.52,1179.0
ORD000074,2023-01-02,C0510,P015,5,296.28,0.05,1407.33,731.05,676.28
ORD000075,2023-01-02,C0085,P030,1,653.01,0.0,653.01,344.04,308.97
ORD000076,2023-01-02,C0185,P022,3,211.14,0.0,633.42,342.57,290.85
ORD000077,2023-01-02,C0336,P028,3,69.76,0.0,209.28,123.39,85.89
ORD000078,2023-01-02,C0735,P018,4,366.81,0.0,1467.24,946.04,521.2
ORD000079,2023-01-02,C0044,P030,3,653.01,0.05,1861.08,1032.12,828.96
ORD000080,2023-01-02,C0446,P011,1,823.76,0.05,782.57,486.83,295.74
ORD000081,2023-01-02,C0653,P017,5,438.79,0.0,2193.95,1542.35,651.6
ORD000082,2023-01-02,C0696,P007,1,578.25,0.0,578.25,352.09,226.16
ORD000083,2023-01-02,C0623,P028,4,69.76,0.0,279.04,164.52,114.52
ORD000084,2023-01-02,C0069,P009,3,132.1,0.0,396.3,172.17,224.13
ORD000085,2023-01-02,C0581,P002,2,771.3,0.0,1542.6,741.74,800.86
ORD000086,2023-01-02,C0380,P015,1,296.28,0.0,296.28,146.21,150.07
ORD000087,2023-01-02,C0543,P015,3,296.28,0.0,888.84,438.63,450.21
ORD000088,2023-01-02,C0256,P039,1,833.41,0.0,833.41,368.63,464.78
ORD000089,2023-01-02,C0512,P021,5,101.28,0.0,506.4,212.15,294.25
ORD000090,2023-01-02,C0267,P029,2,255.62,0.0,511.24,266.38,244.86
ORD000091,2023-01-02,C0293,P029,4,255.62,0.05,971.36,532.76,438.6
ORD000092,2023-01-02,C0139,P034,4,785.69,0.0,3142.76,1689.68,1453.08
ORD000093,2023-01-02,C0731,P018,1,366.81,0.0,366.81,236.51,130.3
ORD000094,2023-01-02,C0328,P028,1,69.76,0.0,69.76,41.13,28.63
ORD000095,2023-01-02,C0298,P035,2,272.44,0.0,544.88,386.44,158.44
ORD000096,2023-01-02,C0718,P027,9,707.82,0.05,6051.86,2857.05,3194.81
ORD000097,2023-01-02,C0206,P033,2,713.04,0.0,1426.08,766.72,659.36
ORD000098,2023-01-02,C0027,P015,5,296.28,0.0,1481.4,731.05,750.35
ORD000099,2023-01-02,C0565,P006,1,359.35,0.0,359.35,230.11,129.24
ORD000100,2023-01-02,C0408,P040,4,132.54,0.0,530.16,291.64,238.52
ORD000101,2023-01-02,C0420,P033,1,713.04,0.05,677.39,383.36,294.03
ORD000102,2023-01-02,C0325,P027,20,707.82,0.05,13448.58,6349.0,7099.58
ORD000103,2023-01-02,C0353,P006,5,359.35,0.0,1796.75,1150.55,646.2
ORD000104,2023-01-02,C0187,P031,2,114.14,0.05,216.87,129.32,87.55
ORD000105,2023-01-02,C0057,P033,5,713.04,0.0,3565.2,1916.8,1648.4
ORD000106,2023-01-02,C0169,P007,2,578.25,0.0,1156.5,704.18,452.32
ORD000107,2023-01-02,C0532,P035,4,272.44,0.05,1035.27,772.88,262.39
ORD000108,2023-01-02,C0565,P011,3,823.76,0.0,2471.28,1460.49,1010.79
ORD000109,2023-01-02,C0096,P021,2,101.28,0.0,202.56,84.86,117.7
ORD000110,2023-01-03,C0595,P007,5,578.25,0.05,2746.69,1760.45,986.24
ORD000111,2023-01-03,C0620,P014,5,1139.22,0.05,5411.3,2463.8,2947.5
ORD000112,2023-01-03,C0030,P004,5,245.85,0.0,1229.25,620.0,609.25
ORD000113,2023-01-03,C0216,P031,4,114.14,0.0,456.56,258.64,197.92
ORD000114,2023-01-03,C0032,P021,5,101.28,0.0,506.4,212.15,294.25
ORD000115,2023-01-03,C0702,P017,4,438.79,0.0,1755.16,1233.88,521.28
ORD000116,2023-01-03,C0062,P007,4,578.25,0.0,2313.0,1408.36,904.64
ORD000117,2023-01-03,C0209,P014,2,1139.22,0.0,2278.44,985.52,1292.92
ORD000118,2023-01-03,C0736,P013,3,134.49,0.05,383.3,312.66,70.64
ORD000119,2023-01-03,C0134,P031,5,114.14,0.0,570.7,323.3,247.4
ORD000120,2023-01-03,C0327,P009,1,132.1,0.0,132.1,57.39,74.71
ORD000121,2023-01-03,C0254,P007,1,578.25,0.0,578.25,352.09,226.16
ORD000122,2023-01-03,C0394,P035,4,272.44,0.05,1035.27,772.88,262.39
ORD000123,2023-01-03,C0164,P033,5,713.04,0.0,3565.2,1916.8,1648.4
ORD000124,2023-01-03,C0195,P031,4,114.14,0.0,456.56,258.64,197.92
ORD000125,2023-01-03,C0479,P021,15,101.28,0.05,1443.24,636.45,806.79
ORD000126,2023-01-03,C0403,P021,2,101.28,0.0,202.56,84.86,117.7
ORD000127,2023-01-03,C0362,P003,3,371.58,0.0,1114.74,898.02,216.72
ORD000128,2023-01-03,C0670,P028,3,69.76,0.0,209.28,123.39,85.89
ORD000129,2023-01-03,C0111,P018,3,366.81,0.0,1100.43,709.53,390.9
ORD000130,2023-01-03,C0413,P015,8,296.28,0.05,2251.73,1169.68,1082.05
ORD000131,2023-01-03,C0200,P015,3,296.28,0.05,844.4,438.63,405.77
ORD000132,2023-01-03,C0517,P018,5,366.81,0.0,1834.05,1182.55,651.5
ORD000133,2023-01-03,C0639,P028,1,69.76,0.0,69.76,41.13,28.63
ORD000134,2023-01-03,C0100,P017,3,438.79,0.0,1316.37,925.41,390.96
ORD000135,2023-01-03,C0375,P031,2,114.14,0.0,228.28,129.32,98.96
ORD000136,2023-01-03,C0412,P021,2,101.28,0.05,192.43,84.86,107.57
ORD000137,2023-01-03,C0342,P033,5,713.04,0.0,3565.2,1916.8,1648.4
ORD000138,2023-01-03,C0621,P035,2,272.44,0.0,544.88,386.44,158.44
ORD000139,2023-01-03,C0628,P013,4,134.49,0.05,511.06,416.88,94.18
ORD000140,2023-01-03,C0307,P025,5,467.8,0.0,2339.0,936.9,1402.1
ORD000141,2023-01-03,C0487,P033,3,713.04,0.0,2139.12,1150.08,989.04
ORD000142,2023-01-03,C0113,P040,5,132.54,0.05,629.56,364.55,265.02
ORD000143,2023-01-03,C0743,P035,1,272.44,0.05,258.82,193.22,65.6
ORD000144,2023-01-03,C0272,P039,5,833.41,0.05,3958.7,1843.15,2115.55
ORD000145,2023-01-03,C0739,P003,4,371.58,0.0,1486.32,1197.36,288.96
ORD000146,2023-01-03,C0645,P030,4,653.01,0.0,2612.04,1376.16,1235.88
ORD000147,2023-01-03,C0698,P009,5,132.1,0.0,660.5,286.95,373.55
ORD000148,2023-01-03,C0113,P008,4,784.45,0.05,2980.91,1916.12,1064.79
ORD000149,2023-01-03,C0156,P017,2,438.79,0.0,877.58,616.94,260.64
ORD000150,2023-01-03,C0627,P037,1,1005.01,0.0,1005.01,440.57,564.44
ORD000151,2023-01-03,C0532,P008,15,784.45,0.05,11178.41,7185.45,3992.96
ORD000152,2023-01-03,C0322,P039,4,833.41,0.05,3166.96,1474.52,1692.44
ORD000153,2023-01-03,C0351,P022,3,211.14,0.0,633.42,342.57,290.85
ORD000154,2023-01-03,C0197,P039,3,833.41,0.05,2375.22,1105.89,1269.33
ORD000155,2023-01-03,C0231,P037,3,1005.01,0.05,2864.28,1321.71,1542.57
ORD000156,2023-01-03,C0722,P008,4,784.45,0.0,3137.8,1916.12,1221.68
ORD000157,2023-01-03,C0358,P023,3,212.57,0.0,637.71,419.37,218.34
ORD000158,2023-01-03,C0588,P028,4,69.76,0.0,279.04,164.52,114.52
ORD000159,2023-01-03,C0405,P033,2,713.04,0.0,1426.08,766.72,659.36
ORD000160,2023-01-03,C0295,P039,1,833.41,0.0,833.41,368.63,464.78
ORD000161,2023-01-04,C0453,P027,4,707.82,0.0,2831.28,1269.8,1561.48
ORD000162,2023-01-04,C0552,P010,5,871.26,0.05,4138.48,2027.45,2111.04
ORD000163,2023-01-04,C0141,P004,15,245.85,0.05,3503.36,1860.0,1643.36
ORD000164,2023-01-04,C0686,P036,2,556.94,0.0,1113.88,606.96,506.92
ORD000165,2023-01-04,C0054,P004,3,245.85,0.05,700.67,372.0,328.67
ORD000166,2023-01-04,C0103,P028,2,69.76,0.0,139.52,82.26,57.26
ORD000167,2023-01-04,C0489,P027,12,707.82,0.05,8069.15,3809.4,4259.75
ORD000168,2023-01-04,C0061,P036,1,556.94,0.0,556.94,303.48,253.46
ORD000169,2023-01-04,C0238,P022,1,211.14,0.0,211.14,114.19,96.95
ORD000170,2023-01-04,C0180,P017,2,438.79,0.0,877.58,616.94,260.64
ORD000171,2023-01-04,C0038,P040,4,132.54,0.0,530.16,291.64,238.52
ORD000172,2023-01-04,C0191,P037,3,1005.01,0.0,3015.03,1321.71,1693.32
ORD000173,2023-01-04,C0010,P012,5,834.52,0.05,3963.97,2082.05,1881.92
ORD000174,2023-01-04,C0344,P012,5,834.52,0.0,4172.6,2082.05,2090.55
ORD000175,2023-01-04,C0138,P034,4,785.69,0.05,2985.62,1689.68,1295.94
ORD000176,2023-01-04,C0116,P013,4,134.49,0.05,511.06,416.88,94.18
ORD000177,2023-01-04,C0736,P008,3,784.45,0.05,2235.68,1437.09,798.59
ORD000178,2023-01-04,C0582,P028,6,69.76,0.05,397.63,246.78,150.85
ORD000179,2023-01-04,C0655,P035,4,272.44,0.0,1089.76,772.88,316.88
ORD000180,2023-01-04,C0089,P017,1,438.79,0.05,416.85,308.47,108.38
ORD000181,2023-01-04,C0007,P010,2,871.26,0.0,1742.52,810.98,931.54
ORD000182,2023-01-04,C0274,P039,3,833.41,0.05,2375.22,1105.89,1269.33
ORD000183,2023-01-04,C0587,P001,3,34.67,0.0,104.01,66.78,37.23
ORD000184,2023-01-04,C0064,P028,4,69.76,0.0,279.04,164.52,114.52
ORD000185,2023-01-04,C0416,P028,3,69.76,0.0,209.28,123.39,85.89
ORD000186,2023-01-04,C0655,P036,3,556.94,0.0,1670.82,910.44,760.38
ORD000187,2023-01-04,C0227,P009,10,132.1,0.05,1254.95,573.9,681.05
ORD000188,2023-01-04,C0719,P022,4,211.14,0.0,844.56,456.76,387.8
ORD000189,2023-01-04,C0681,P033,2,713.04,0.05,1354.78,766.72,588.06
ORD000190,2023-01-04,C0611,P035,1,272.44,0.0,272.44,193.22,79.22
ORD000191,2023-01-04,C0541,P029,2,255.62,0.05,485.68,266.38,219.3
ORD000192,2023-01-04,C0561,P036,2,556.94,0.05,1058.19,606.96,451.23
ORD000193,2023-01-04,C0154,P007,5,578.25,0.0,2891.25,1760.45,1130.8
ORD000194,2023-01-04,C0697,P008,5,784.45,0.0,3922.25,2395.15,1527.1
ORD000195,2023-01-04,C0523,P018,5,366.81,0.05,1742.35,1182.55,559.8
ORD000196,2023-01-04,C0426,P019,1,793.08,0.0,793.08,345.46,447.62
ORD000197,2023-01-04,C0689,P033,1,713.04,0.05,677.39,383.36,294.03
ORD000198,2023-01-04,C0004,P031,5,114.14,0.0,570.7,323.3,247.4
ORD000199,2023-01-04,C0434,P014,1,1139.22,0.0,1139.22,492.76,646.46
ORD000200,2023-01-04,C0062,P037,1,1005.01,0.0,1005.01,440.57,564.44
ORD000201,2023-01-04,C0484,P002,4,771.3,0.0,3085.2,1483.48,1601.72
ORD000202,2023-01-04,C0139,P031,4,114.14,0.0,456.56,258.64,197.92
ORD000203,2023-01-04,C0392,P018,4,366.81,0.0,1467.24,946.04,521.2
ORD000204,2023-01-05,C0700,P039,5,833.41,0.0,4167.05,1843.15,2323.9
ORD000205,2023-01-05,C0357,P006,5,359.35,0.0,1796.75,1150.55,646.2
ORD000206,2023-01-05,C0131,P030,2,653.01,0.0,1306.02,688.08,617.94
ORD000207,2023-01-05,C0024,P040,4,132.54,0.0,530.16,291.64,238.52
ORD000208,2023-01-05,C0558,P018,4,366.81,0.0,1467.24,946.04,521.2
ORD000209,2023-01-05,C0254,P019,2,793.08,0.0,1586.16,690.92,895.24
ORD000210,2023-01-05,C0743,P031,1,114.14,0.05,108.43,64.66,43.77
ORD000211,2023-01-05,C0430,P026,1,549.6,0.0,549.6,251.82,297.78
ORD000212,2023-01-05,C0069,P004,1,245.85,0.0,245.85,124.0,121.85
ORD000213,2023-01-05,C0689,P029,1,255.62,0.05,242.84,133.19,109.65
ORD000214,2023-01-05,C0046,P017,2,438.79,0.0,877.58,616.94,260.64
ORD000215,2023-01-05,C0058,P007,3,578.25,0.0,1734.75,1056.27,678.48
ORD000216,2023-01-05,C0750,P023,5,212.57,0.0,1062.85,698.95,363.9
ORD000217,2023-01-05,C0689,P033,2,713.04,0.05,1354.78,766.72,588.06
ORD000218,2023-01-05,C0147,P040,5,132.54,0.0,662.7,364.55,298.15
ORD000219,2023-01-05,C0308,P011,5,823.76,0.0,4118.8,2434.15,1684.65
ORD000220,2023-01-05,C0180,P026,4,549.6,0.0,2198.4,1007.28,1191.12
ORD000221,2023-01-05,C0049,P039,4,833.41,0.0,3333.64,1474.52,1859.12
ORD000222,2023-01-05,C0327,P029,4,255.62,0.0,1022.48,532.76,489.72
ORD000223,2023-01-05,C0386,P008,5,784.45,0.05,3726.14,2395.15,1330.99
ORD000224,2023-01-05,C0231,P012,2,834.52,0.05,1585.59,832.82,752.77
ORD000225,2023-01-05,C0060,P023,4,212.57,0.0,850.28,559.16,291.12
ORD000226,2023-01-05,C0262,P008,5,784.45,0.05,3726.14,2395.15,1330.99
ORD000227,2023-01-05,C0095,P022,2,211.14,0.05,401.17,228.38,172.79
ORD000228,2023-01-05,C0387,P028,5,69.76,0.0,348.8,205.65,143.15
ORD000229,2023-01-05,C0075,P008,5,784.45,0.05,3726.14,2395.15,1330.99
ORD000230,2023-01-05,C0573,P009,2,132.1,0.0,264.2,114.78,149.42
ORD000231,2023-01-05,C0341,P012,1,834.52,0.0,834.52,416.41,418.11
ORD000232,2023-01-05,C0195,P039,1,833.41,0.0,833.41,368.63,464.78
ORD000233,2023-01-05,C0491,P036,5,556.94,0.0,2784.7,1517.4,1267.3
ORD000234,2023-01-05,C0407,P036,5,556.94,0.0,2784.7,1517.4,1267.3
ORD000235,2023-01-05,C0547,P027,3,707.82,0.0,2123.46,952.35,1171.11
ORD000236,2023-01-05,C0526,P035,4,272.44,0.0,1089.76,772.88,316.88
ORD000237,2023-01-05,C0740,P019,3,793.08,0.0,2379.24,1036.38,1342.86
ORD000238,2023-01-05,C0380,P013,1,134.49,0.0,134.49,104.22,30.27
ORD000239,2023-01-05,C0227,P031,4,114.14,0.05,433.73,258.64,175.09
ORD000240,2023-01-05,C0599,P023,4,212.57,0.0,850.28,559.16,291.12
ORD000241,2023-01-05,C0201,P013,4,134.49,0.0,537.96,416.88,121.08
ORD000242,2023-01-05,C0252,P021,3,101.28,0.0,303.84,127.29,176.55
ORD000243,2023-01-05,C0501,P039,4,833.41,0.0,3333.64,1474.52,1859.12
ORD000244,2023-01-05,C0361,P007,5,578.25,0.0,2891.25,1760.45,1130.8
ORD000245,2023-01-05,C0556,P040,1,132.54,0.0,132.54,72.91,59.63
ORD000246,2023-01-05,C0077,P038,1,89.86,0.05,85.37,38.38,46.99
ORD000247,2023-01-05,C0423,P007,2,578.25,0.0,1156.5,704.18,452.32
ORD000248,2023-01-05,C0155,P001,25,34.67,0.05,823.41,556.5,266.91
ORD000249,2023-01-05,C0633,P027,5,707.82,0.0,3539.1,1587.25,1951.85
ORD000250,2023-01-05,C0565,P017,1,438.79,0.0,438.79,308.47,130.32
ORD000251,2023-01-05,C0282,P022,3,211.14,0.0,633.42,342.57,290.85
ORD000252,2023-01-05,C0099,P021,2,101.28,0.0,202.56,84.86,117.7
ORD000253,2023-01-05,C0540,P009,3,132.1,0.0,396.3,172.17,224.13
ORD000254,2023-01-05,C0407,P004,4,245.85,0.0,983.4,496.0,487.4
ORD000255,2023-01-05,C0250,P040,2,132.54,0.05,251.83,145.82,106.01
ORD000256,2023-01-05,C0083,P027,1,707.82,0.0,707.82,317.45,390.37
ORD000257,2023-01-06,C0488,P003,1,371.58,0.0,371.58,299.34,72.24
ORD000258,2023-01-06,C0085,P021,4,101.28,0.0,405.12,169.72,235.4
ORD000259,2023-01-06,C0340,P023,1,212.57,0.0,212.57,139.79,72.78
ORD000260,2023-01-06,C0044,P009,5,132.1,0.05,627.48,286.95,340.52
ORD000261,2023-01-06,C0048,P037,3,1005.01,0.0,3015.03,1321.71,1693.32
ORD000262,2023-01-06,C0578,P028,2,69.76,0.05,132.54,82.26,50.28
ORD000263,2023-01-06,C0323,P001,2,34.67,0.0,69.34,44.52,24.82
ORD000264,2023-01-06,C0730,P033,1,713.04,0.0,713.04,383.36,329.68
ORD000265,2023-01-06,C0578,P009,4,132.1,0.05,501.98,229.56,272.42
ORD000266,2023-01-06,C0554,P013,2,134.49,0.0,268.98,208.44,60.54
ORD000267,2023-01-06,C0706,P030,20,653.01,0.05,12407.19,6880.8,5526.39
ORD000268,2023-01-06,C0448,P009,1,132.1,0.05,125.49,57.39,68.1
ORD000269,2023-01-06,C0629,P039,4,833.41,0.0,3333.64,1474.52,1859.12
ORD000270,2023-01-06,C0335,P002,3,771.3,0.0,2313.9,1112.61,1201.29
ORD000271,2023-01-06,C0385,P018,5,366.81,0.05,1742.35,1182.55,559.8
ORD000272,2023-01-06,C0088,P031,3,114.14,0.0,342.42,193.98,148.44
ORD000273,2023-01-06,C0731,P004,3,245.85,0.0,737.55,372.0,365.55
ORD000274,2023-01-06,C0729,P032,2,1116.38,0.0,2232.76,954.74,1278.02
ORD000275,2023-01-06,C0325,P015,2,296.28,0.05,562.93,292.42,270.51
ORD000276,2023-01-06,C0456,P015,3,296.28,0.0,888.84,438.63,450.21
ORD000277,2023-01-06,C0090,P008,4,784.45,0.0,3137.8,1916.12,1221.68
ORD000278,2023-01-06,C0525,P017,1,438.79,0.05,416.85,308.47,108.38
ORD000279,2023-01-06,C0568,P004,5,245.85,0.0,1229.25,620.0,609.25
ORD000280,2023-01-06,C0395,P001,4,34.67,0.0,138.68,89.04,49.64
ORD000281,2023-01-06,C0087,P030,5,653.01,0.05,3101.8,1720.2,1381.6
ORD000282,2023-01-06,C0249,P023,10,212.57,0.05,2019.41,1397.9,621.51
ORD000283,2023-01-06,C0276,P012,4,834.52,0.0,3338.08,1665.64,1672.44
ORD000284,2023-01-06,C0172,P018,4,366.81,0.0,1467.24,946.04,521.2
ORD000285,2023-01-06,C0079,P015,2,296.28,0.0,592.56,292.42,300.14
ORD000286,2023-01-06,C0508,P025,2,467.8,0.05,888.82,374.76,514.06
ORD000287,2023-01-06,C0139,P012,4,834.52,0.0,3338.08,1665.64,1672.44
ORD000288,2023-01-06,C0338,P018,4,366.81,0.05,1393.88,946.04,447.84
ORD000289,2023-01-06,C0667,P039,2,833.41,0.0,1666.82,737.26,929.56
ORD000290,2023-01-06,C0618,P038,2,89.86,0.0,179.72,76.76,102.96
ORD000291,2023-01-06,C0182,P039,3,833.41,0.0,2500.23,1105.89,1394.34
ORD000292,2023-01-06,C0712,P026,5,549.6,0.0,2748.0,1259.1,1488.9
ORD000293,2023-01-06,C0403,P015,5,296.28,0.0,1481.4,731.05,750.35
ORD000294,2023-01-06,C0559,P008,5,784.45,0.05,3726.14,2395.15,1330.99
ORD000295,2023-01-06,C0745,P019,2,793.08,0.0,1586.16,690.92,895.24
ORD000296,2023-01-06,C0299,P033,1,713.04,0.0,713.04,383.36,329.68
ORD000297,2023-01-06,C0419,P028,2,69.76,0.0,139.52,82.26,57.26
ORD000298,2023-01-06,C0248,P009,10,132.1,0.05,1254.95,573.9,681.05
ORD000299,2023-01-06,C0076,P018,5,366.81,0.05,1742.35,1182.55,559.8
ORD000300,2023-01-06,C0411,P022,4,211.14,0.0,844.56,456.76,387.8
ORD000301,2023-01-06,C0369,P029,5,255.62,0.0,1278.1,665.95,612.15
ORD000302,2023-01-06,C0088,P004,2,245.85,0.0,491.7,248.0,243.7
ORD000303,2023-01-06,C0364,P007,5,578.25,0.0,2891.25,1760.45,1130.8
ORD000304,2023-01-06,C0661,P028,4,69.76,0.0,279.04,164.52,114.52
ORD000305,2023-01-06,C0340,P039,4,833.41,0.0,3333.64,1474.52,1859.12
ORD000306,2023-01-06,C0101,P010,5,871.26,0.0,4356.3,2027.45,2328.85
ORD000307,2023-01-06,C0572,P023,5,212.57,0.05,1009.71,698.95,310.76
ORD000308,2023-01-06,C0384,P017,5,438.79,0.05,2084.25,1542.35,541.9
ORD000309,2023-01-06,C0155,P014,5,1139.22,0.05,5411.3,2463.8,2947.5
ORD000310,2023-01-06,C0426,P037,1,1005.01,0.0,1005.01,440.57,564.44
ORD000311,2023-01-06,C0748,P007,3,578.25,0.0,1734.75,1056.27,678.48
ORD000312,2023-01-06,C0212,P021,3,101.28,0.0,303.84,127.29,176.55
ORD000313,2023-01-06,C0449,P030,4,653.01,0.0,2612.04,1376.16,1235.88
ORD000314,2023-01-06,C0308,P002,1,771.3,0.0,771.3,370.87,400.43
ORD000315,2023-01-06,C0352,P027,2,707.82,0.05,1344.86,634.9,709.96
ORD000316,2023-01-06,C0250,P021,5,101.28,0.05,481.08,212.15,268.93
ORD000317,2023-01-06,C0574,P018,4,366.81,0.0,1467.24,946.04,521.2
ORD000318,2023-01-06,C0415,P026,2,549.6,0.0,1099.2,503.64,595.56
ORD000319,2023-01-06,C0443,P017,5,438.79,0.0,2193.95,1542.35,651.6
ORD000320,2023-01-06,C0461,P025,4,467.8,0.0,1871.2,749.52,1121.68
ORD000321,2023-01-06,C0721,P033,1,713.04,0.05,677.39,383.36,294.03
ORD000322,2023-01-06,C0550,P008,3,784.45,0.05,2235.68,1437.09,798.59
