date,product_id,stock_available,stockout,restock_quantity
2023-01-03,P015,479,False,0
2023-01-03,P016,500,False,0
2023-01-03,P017,490,False,0
2023-01-03,P018,490,False,0
2023-01-03,P019,496,False,0
2023-01-03,P020,500,False,0
2023-01-03,P021,482,False,0
2023-01-03,P022,488,False,0
2023-01-03,P023,498,False,0
2023-01-03,P024,500,False,0
2023-01-03,P025,496,False,0
2023-01-03,P026,487,False,0
2023-01-03,P027,458,False,0
2023-01-03,P028,491,False,0
2023-01-03,P029,494,False,0
2023-01-03,P030,491,False,0
2023-01-03,P031,490,False,0
2023-01-03,P032,500,False,0
2023-01-03,P033,479,False,0
2023-01-03,P034,492,False,0
2023-01-03,P035,484,False,0
2023-01-03,P036,499,False,0
2023-01-03,P037,485,False,0
2023-01-03,P038,497,False,0
2023-01-03,P039,493,False,0
2023-01-03,P040,492,False,0
2023-01-04,P001,500,False,0
2023-01-04,P002,480,False,0
2023-01-04,P003,490,False,0
2023-01-04,P004,483,False,0
2023-01-04,P005,500,False,0
2023-01-04,P006,494,False,0
2023-01-04,P007,484,False,0
2023-01-04,P008,472,False,0
2023-01-04,P009,489,False,0
2023-01-04,P010,491,False,0
2023-01-04,P011,496,False,0
2023-01-04,P012,491,False,0
2023-01-04,P013,485,False,0
2023-01-04,P014,484,False,0
2023-01-04,P015,468,False,0
2023-01-04,P016,500,False,0
2023-01-04,P017,481,False,0
2023-01-04,P018,482,False,0
2023-01-04,P019,496,False,0
2023-01-04,P020,500,False,0
2023-01-04,P021,458,False,0
2023-01-04,P022,485,False,0
2023-01-04,P023,495,False,0
2023-01-04,P024,500,False,0
2023-01-04,P025,491,False,0
2023-01-04,P026,487,False,0
2023-01-04,P027,458,False,0
2023-01-04,P028,483,False,0
2023-01-04,P029,494,False,0
2023-01-04,P030,487,False,0
2023-01-04,P031,475,False,0
2023-01-04,P032,500,False,0
2023-01-04,P033,464,False,0
2023-01-04,P034,492,False,0
2023-01-04,P035,477,False,0
2023-01-04,P036,499,False,0
2023-01-04,P037,481,False,0
2023-01-04,P038,497,False,0
2023-01-04,P039,480,False,0
2023-01-04,P040,487,False,0
2023-01-05,P001,497,False,0
2023-01-05,P002,476,False,0
2023-01-05,P003,490,False,0
2023-01-05,P004,465,False,0
2023-01-05,P005,500,False,0
2023-01-05,P006,494,False,0
2023-01-05,P007,479,False,0
2023-01-05,P008,464,False,0
2023-01-05,P009,479,False,0
2023-01-05,P010,484,False,0
2023-01-05,P011,496,False,0
2023-01-05,P012,481,False,0
2023-01-05,P013,481,False,0
2023-01-05,P014,483,False,0
2023-01-05,P015,468,False,0
2023-01-05,P016,500,False,0
2023-01-05,P017,478,False,0
2023-01-05,P018,473,False,0
2023-01-05,P019,495,False,0
2023-01-05,P020,500,False,0
2023-01-05,P021,458,False,0
2023-01-05,P022,480,False,0
2023-01-05,P023,495,False,0
2023-01-05,P024,500,False,0
2023-01-05,P025,491,False,0
2023-01-05,P026,487,False,0
2023-01-05,P027,442,False,0
2023-01-05,P028,468,False,0
2023-01-05,P029,492,False,0
2023-01-05,P030,487,False,0
2023-01-05,P031,466,False,0
2023-01-05,P032,500,False,0
2023-01-05,P033,461,False,0
2023-01-05,P034,488,False,0
2023-01-05,P035,472,False,0
2023-01-05,P036,491,False,0
2023-01-05,P037,477,False,0
2023-01-05,P038,497,False,0
2023-01-05,P039,477,False,0
2023-01-05,P040,483,False,0
2023-01-06,P001,472,False,0
2023-01-06,P002,476,False,0
2023-01-06,P003,490,False,0
2023-01-06,P004,460,False,0
2023-01-06,P005,500,False,0
2023-01-06,P006,489,False,0
2023-01-06,P007,469,False,0
2023-01-06,P008,449,False,0
2023-01-06,P009,474,False,0
2023-01-06,P010,484,False,0
2023-01-06,P011,491,False,0
2023-01-06,P012,478,False,0
2023-01-06,P013,476,False,0
2023-01-06,P014,483,False,0
2023-01-06,P015,468,False,0
2023-01-06,P016,500,False,0
2023-01-06,P017,475,False,0
2023-01-06,P018,469,False,0
2023-01-06,P019,490,False,0
2023-01-06,P020,500,False,0
2023-01-06,P021,453,False,0
2023-01-06,P022,475,False,0
2023-01-06,P023,482,False,0
2023-01-06,P024,500,False,0
2023-01-06,P025,491,False,0
2023-01-06,P026,482,False,0
2023-01-06,P027,433,False,0
2023-01-06,P028,463,False,0
2023-01-06,P029,487,False,0
2023-01-06,P030,485,False,0
2023-01-06,P031,461,False,0
2023-01-06,P032,500,False,0
2023-01-06,P033,459,False,0
2023-01-06,P034,488,False,0
2023-01-06,P035,468,False,0
2023-01-06,P036,481,False,0
2023-01-06,P037,477,False,0
2023-01-06,P038,496,False,0
2023-01-06,P039,463,False,0
2023-01-06,P040,471,False,0
2023-01-07,P001,466,False,0
2023-01-07,P002,472,False,0
2023-01-07,P003,489,False,0
2023-01-07,P004,450,False,0
2023-01-07,P005,500,False,0
2023-01-07,P006,489,False,0
2023-01-07,P007,461,False,0
2023-01-07,P008,437,False,0
2023-01-07,P009,454,False,0
2023-01-07,P010,475,False,0
2023-01-07,P011,491,False,0
2023-01-07,P012,470,False,0
2023-01-07,P013,470,False,0
2023-01-07,P014,478,False,0
2023-01-07,P015,456,False,0
2023-01-07,P016,500,False,0
2023-01-07,P017,464,False,0
2023-01-07,P018,447,False,0
2023-01-07,P019,488,False,0
2023-01-07,P020,500,False,0
2023-01-07,P021,441,False,0
2023-01-07,P022,471,False,0
2023-01-07,P023,466,False,0
2023-01-07,P024,500,False,0
2023-01-07,P025,485,False,0
2023-01-07,P026,475,False,0
2023-01-07,P027,431,False,0
2023-01-07,P028,455,False,0
2023-01-07,P029,482,False,0
2023-01-07,P030,456,False,0
2023-01-07,P031,458,False,0
2023-01-07,P032,498,False,0
2023-01-07,P033,456,False,0
2023-01-07,P034,488,False,0
2023-01-07,P035,468,False,0
2023-01-07,P036,481,False,0
2023-01-07,P037,473,False,0
2023-01-07,P038,494,False,0
2023-01-07,P039,450,False,0
2023-01-07,P040,471,False,0
2023-01-08,P001,456,False,0
2023-01-08,P002,471,False,0
2023-01-08,P003,489,False,0
2023-01-08,P004,444,False,0
2023-01-08,P005,497,False,0
2023-01-08,P006,485,False,0
2023-01-08,P007,451,False,0
2023-01-08,P008,430,False,0
2023-01-08,P009,441,False,0
2023-01-08,P010,472,False,0
2023-01-08,P011,491,False,0
2023-01-08,P012,464,False,0
2023-01-08,P013,463,False,0
2023-01-08,P014,478,False,0
2023-01-08,P015,449,False,0
2023-01-08,P016,500,False,0
2023-01-08,P017,462,False,0
2023-01-08,P018,438,False,0
2023-01-08,P019,488,False,0
2023-01-08,P020,500,False,0
2023-01-08,P021,426,False,0
2023-01-08,P022,462,False,0
2023-01-08,P023,457,False,0
2023-01-08,P024,500,False,0
2023-01-08,P025,480,False,0
2023-01-08,P026,461,False,0
2023-01-08,P027,419,False,0
2023-01-08,P028,450,False,0
2023-01-08,P029,471,False,0
2023-01-08,P030,452,False,0
2023-01-08,P031,454,False,0
2023-01-08,P032,494,False,0
2023-01-08,P033,453,False,0
2023-01-08,P034,488,False,0
2023-01-08,P035,466,False,0
2023-01-08,P036,469,False,0
2023-01-08,P037,471,False,0
2023-01-08,P038,489,False,0
2023-01-08,P039,449,False,0
2023-01-08,P040,464,False,0
2023-01-09,P001,451,False,0
2023-01-09,P002,461,False,0
2023-01-09,P003,472,False,0
2023-01-09,P004,433,False,0
2023-01-09,P005,497,False,0
2023-01-09,P006,485,False,0
2023-01-09,P007,433,False,0
2023-01-09,P008,414,False,0
2023-01-09,P009,432,False,0
2023-01-09,P010,469,False,0
2023-01-09,P011,489,False,0
2023-01-09,P012,459,False,0
2023-01-09,P013,452,False,0
2023-01-09,P014,473,False,0
2023-01-09,P015,444,False,0
2023-01-09,P016,500,False,0
2023-01-09,P017,439,False,0
2023-01-09,P018,438,False,0
2023-01-09,P019,488,False,0
2023-01-09,P020,500,False,0
2023-01-09,P021,413,False,0
2023-01-09,P022,454,False,0
2023-01-09,P023,451,False,0
2023-01-09,P024,498,False,0
2023-01-09,P025,480,False,0
2023-01-09,P026,454,False,0
2023-01-09,P027,419,False,0
2023-01-09,P028,450,False,0
2023-01-09,P029,468,False,0
2023-01-09,P030,448,False,0
2023-01-09,P031,444,False,0
2023-01-09,P032,491,False,0
2023-01-09,P033,449,False,0
2023-01-09,P034,487,False,0
2023-01-09,P035,463,False,0
2023-01-09,P036,462,False,0
2023-01-09,P037,466,False,0
2023-01-09,P038,489,False,0
2023-01-09,P039,419,False,0
2023-01-09,P040,462,False,0
2023-01-10,P001,450,False,0
2023-01-10,P002,456,False,0
2023-01-10,P003,472,False,0
2023-01-10,P004,429,False,0
2023-01-10,P005,497,False,0
2023-01-10,P006,481,False,0
2023-01-10,P007,427,False,0
2023-01-10,P008,410,False,0
2023-01-10,P009,425,False,0
2023-01-10,P010,466,False,0
2023-01-10,P011,489,False,0
2023-01-10,P012,442,False,0
2023-01-10,P013,444,False,0
2023-01-10,P014,469,False,0
2023-01-10,P015,432,False,0
2023-01-10,P016,500,False,0
2023-01-10,P017,426,False,0
2023-01-10,P018,436,False,0
2023-01-10,P019,483,False,0
2023-01-10,P020,500,False,0
2023-01-10,P021,413,False,0
2023-01-10,P022,449,False,0
2023-01-10,P023,451,False,0
2023-01-10,P024,498,False,0
2023-01-10,P025,480,False,0
2023-01-10,P026,450,False,0
2023-01-10,P027,415,False,0
2023-01-10,P028,441,False,0
2023-01-10,P029,463,False,0
2023-01-10,P030,442,False,0
2023-01-10,P031,442,False,0
2023-01-10,P032,484,False,0
2023-01-10,P033,446,False,0
2023-01-10,P034,479,False,0
2023-01-10,P035,462,False,0
2023-01-10,P036,462,False,0
2023-01-10,P037,466,False,0
2023-01-10,P038,489,False,0
2023-01-10,P039,415,False,0
2023-01-10,P040,462,False,0
2023-01-11,P001,444,False,0
2023-01-11,P002,456,False,0
2023-01-11,P003,467,False,0
2023-01-11,P004,422,False,0
2023-01-11,P005,497,False,0
2023-01-11,P006,481,False,0
2023-01-11,P007,422,False,0
2023-01-11,P008,410,False,0
2023-01-11,P009,425,False,0
2023-01-11,P010,466,False,0
2023-01-11,P011,489,False,0
2023-01-11,P012,437,False,0
2023-01-11,P013,440,False,0
2023-01-11,P014,469,False,0
2023-01-11,P015,432,False,0
2023-01-11,P016,500,False,0
2023-01-11,P017,414,False,0
2023-01-11,P018,436,False,0
2023-01-11,P019,483,False,0
2023-01-11,P020,500,False,0
2023-01-11,P021,411,False,0
2023-01-11,P022,449,False,0
2023-01-11,P023,442,False,0
2023-01-11,P024,494,False,0
2023-01-11,P025,477,False,0
2023-01-11,P026,450,False,0
2023-01-11,P027,407,False,0
2023-01-11,P028,441,False,0
2023-01-11,P029,462,False,0
2023-01-11,P030,439,False,0
2023-01-11,P031,437,False,0
2023-01-11,P032,484,False,0
2023-01-11,P033,442,False,0
2023-01-11,P034,473,False,0
2023-01-11,P035,456,False,0
2023-01-11,P036,452,False,0
2023-01-11,P037,461,False,0
2023-01-11,P038,486,False,0
2023-01-11,P039,403,False,0
2023-01-11,P040,462,False,0
2023-01-12,P001,439,False,0
2023-01-12,P002,454,False,0
2023-01-12,P003,464,False,0
2023-01-12,P004,413,False,0
2023-01-12,P005,477,False,0
2023-01-12,P006,473,False,0
2023-01-12,P007,420,False,0
2023-01-12,P008,404,False,0
2023-01-12,P009,422,False,0
2023-01-12,P010,461,False,0
2023-01-12,P011,489,False,0
2023-01-12,P012,435,False,0
2023-01-12,P013,431,False,0
2023-01-12,P014,464,False,0
2023-01-12,P015,424,False,0
2023-01-12,P016,500,False,0
2023-01-12,P017,410,False,0
2023-01-12,P018,427,False,0
2023-01-12,P019,480,False,0
2023-01-12,P020,500,False,0
2023-01-12,P021,402,False,0
2023-01-12,P022,446,False,0
2023-01-12,P023,440,False,0
2023-01-12,P024,489,False,0
2023-01-12,P025,477,False,0
2023-01-12,P026,450,False,0
2023-01-12,P027,405,False,0
2023-01-12,P028,435,False,0
2023-01-12,P029,449,False,0
2023-01-12,P030,435,False,0
2023-01-12,P031,425,False,0
2023-01-12,P032,477,False,0
2023-01-12,P033,442,False,0
2023-01-12,P034,468,False,0
2023-01-12,P035,434,False,0
2023-01-12,P036,448,False,0
2023-01-12,P037,461,False,0
2023-01-12,P038,470,False,0
2023-01-12,P039,403,False,0
2023-01-12,P040,458,False,0
2023-01-13,P001,439,False,0
2023-01-13,P002,449,False,0
2023-01-13,P003,464,False,0
2023-01-13,P004,396,False,0
2023-01-13,P005,477,False,0
2023-01-13,P006,473,False,0
2023-01-13,P007,420,False,0
2023-01-13,P008,401,False,0
2023-01-13,P009,416,False,0
2023-01-13,P010,461,False,0
2023-01-13,P011,489,False,0
2023-01-13,P012,427,False,0
2023-01-13,P013,431,False,0
2023-01-13,P014,464,False,0
2023-01-13,P015,424,False,0
2023-01-13,P016,500,False,0
2023-01-13,P017,405,False,0
2023-01-13,P018,427,False,0
2023-01-13,P019,480,False,0
2023-01-13,P020,500,False,0
2023-01-13,P021,392,False,0
2023-01-13,P022,439,False,0
2023-01-13,P023,440,False,0
2023-01-13,P024,485,False,0
2023-01-13,P025,474,False,0
2023-01-13,P026,448,False,0
2023-01-13,P027,403,False,0
2023-01-13,P028,432,False,0
2023-01-13,P029,446,False,0
2023-01-13,P030,435,False,0
2023-01-13,P031,420,False,0
2023-01-13,P032,477,False,0
2023-01-13,P033,438,False,0
2023-01-13,P034,464,False,0
2023-01-13,P035,428,False,0
2023-01-13,P036,446,False,0
2023-01-13,P037,456,False,0
2023-01-13,P038,470,False,0
2023-01-13,P039,397,False,0
2023-01-13,P040,452,False,0
2023-01-14,P001,436,False,0
2023-01-14,P002,442,False,0
2023-01-14,P003,464,False,0
2023-01-14,P004,379,False,0
2023-01-14,P005,477,False,0
2023-01-14,P006,473,False,0
2023-01-14,P007,417,False,0
2023-01-14,P008,399,False,0
2023-01-14,P009,416,False,0
2023-01-14,P010,461,False,0
2023-01-14,P011,486,False,0
2023-01-14,P012,419,False,0
2023-01-14,P013,430,False,0
2023-01-14,P014,464,False,0
2023-01-14,P015,424,False,0
2023-01-14,P016,500,False,0
2023-01-14,P017,394,False,0
2023-01-14,P018,422,False,0
2023-01-14,P019,480,False,0
2023-01-14,P020,500,False,0
2023-01-14,P021,386,False,0
2023-01-14,P022,419,False,0
2023-01-14,P023,440,False,0
2023-01-14,P024,485,False,0
2023-01-14,P025,469,False,0
2023-01-14,P026,448,False,0
2023-01-14,P027,403,False,0
2023-01-14,P028,429,False,0
2023-01-14,P029,443,False,0
2023-01-14,P030,428,False,0
2023-01-14,P031,386,False,0
2023-01-14,P032,477,False,0
2023-01-14,P033,424,False,0
2023-01-14,P034,463,False,0
2023-01-14,P035,428,False,0
2023-01-14,P036,442,False,0
2023-01-14,P037,455,False,0
2023-01-14,P038,463,False,0
2023-01-14,P039,394,False,0
2023-01-14,P040,449,False,0
2023-01-15,P001,436,False,0
2023-01-15,P002,437,False,0
2023-01-15,P003,464,False,0
2023-01-15,P004,367,False,0
2023-01-15,P005,477,False,0
2023-01-15,P006,473,False,0
2023-01-15,P007,400,False,0
2023-01-15,P008,394,False,0
2023-01-15,P009,408,False,0
2023-01-15,P010,455,False,0
2023-01-15,P011,484,False,0
2023-01-15,P012,416,False,0
2023-01-15,P013,427,False,0
2023-01-15,P014,464,False,0
2023-01-15,P015,422,False,0
2023-01-15,P016,500,False,0
2023-01-15,P017,387,False,0
2023-01-15,P018,413,False,0
2023-01-15,P019,473,False,0
2023-01-15,P020,500,False,0
2023-01-15,P021,386,False,0
2023-01-15,P022,414,False,0
2023-01-15,P023,427,False,0
2023-01-15,P024,483,False,0
2023-01-15,P025,463,False,0
2023-01-15,P026,448,False,0
2023-01-15,P027,403,False,0
2023-01-15,P028,417,False,0
2023-01-15,P029,443,False,0
2023-01-15,P030,409,False,0
2023-01-15,P031,378,False,0
2023-01-15,P032,473,False,0
2023-01-15,P033,407,False,0
2023-01-15,P034,454,False,0
2023-01-15,P035,410,False,0
2023-01-15,P036,439,False,0
2023-01-15,P037,455,False,0
2023-01-15,P038,463,False,0
2023-01-15,P039,392,False,0
2023-01-15,P040,449,False,0
2023-01-16,P001,420,False,0
2023-01-16,P002,435,False,0
2023-01-16,P003,455,False,0
2023-01-16,P004,349,False,0
2023-01-16,P005,477,False,0
2023-01-16,P006,456,False,0
2023-01-16,P007,384,False,0
2023-01-16,P008,389,False,0
2023-01-16,P009,397,False,0
2023-01-16,P010,449,False,0
2023-01-16,P011,482,False,0
2023-01-16,P012,411,False,0
2023-01-16,P013,422,False,0
2023-01-16,P014,462,False,0
2023-01-16,P015,412,False,0
2023-01-16,P016,500,False,0
2023-01-16,P017,383,False,0
2023-01-16,P018,406,False,0
2023-01-16,P019,468,False,0
2023-01-16,P020,490,False,0
2023-01-16,P021,383,False,0
2023-01-16,P022,397,False,0
2023-01-16,P023,426,False,0
2023-01-16,P024,483,False,0
2023-01-16,P025,463,False,0
2023-01-16,P026,441,False,0
2023-01-16,P027,398,False,0
2023-01-16,P028,406,False,0
2023-01-16,P029,439,False,0
2023-01-16,P030,409,False,0
2023-01-16,P031,359,False,0
2023-01-16,P032,452,False,0
2023-01-16,P033,389,False,0
2023-01-16,P034,450,False,0
2023-01-16,P035,406,False,0
2023-01-16,P036,439,False,0
2023-01-16,P037,455,False,0
2023-01-16,P038,463,False,0
2023-01-16,P039,370,False,0
2023-01-16,P040,449,False,0
2023-01-17,P001,411,False,0
2023-01-17,P002,430,False,0
2023-01-17,P003,455,False,0
2023-01-17,P004,345,False,0
2023-01-17,P005,477,False,0
2023-01-17,P006,456,False,0
2023-01-17,P007,374,False,0
2023-01-17,P008,382,False,0
2023-01-17,P009,389,False,0
2023-01-17,P010,449,False,0
2023-01-17,P011,482,False,0
2023-01-17,P012,395,False,0
2023-01-17,P013,420,False,0
2023-01-17,P014,461,False,0
2023-01-17,P015,409,False,0
2023-01-17,P016,500,False,0
2023-01-17,P017,369,False,0
2023-01-17,P018,404,False,0
2023-01-17,P019,458,False,0
2023-01-17,P020,490,False,0
2023-01-17,P021,379,False,0
2023-01-17,P022,390,False,0
2023-01-17,P023,416,False,0
2023-01-17,P024,479,False,0
2023-01-17,P025,463,False,0
2023-01-17,P026,427,False,0
2023-01-17,P027,395,False,0
2023-01-17,P028,404,False,0
2023-01-17,P029,439,False,0
2023-01-17,P030,402,False,0
2023-01-17,P031,349,False,0
2023-01-17,P032,449,False,0
2023-01-17,P033,376,False,0
2023-01-17,P034,450,False,0
2023-01-17,P035,399,False,0
2023-01-17,P036,439,False,0
2023-01-17,P037,451,False,0
2023-01-17,P038,463,False,0
2023-01-17,P039,337,False,0
2023-01-17,P040,445,False,0
2023-01-18,P001,403,False,0
2023-01-18,P002,420,False,0
2023-01-18,P003,455,False,0
2023-01-18,P004,339,False,0
2023-01-18,P005,477,False,0
2023-01-18,P006,456,False,0
2023-01-18,P007,374,False,0
2023-01-18,P008,372,False,0
2023-01-18,P009,383,False,0
2023-01-18,P010,446,False,0
2023-01-18,P011,482,False,0
2023-01-18,P012,395,False,0
2023-01-18,P013,415,False,0
2023-01-18,P014,460,False,0
2023-01-18,P015,405,False,0
2023-01-18,P016,500,False,0
2023-01-18,P017,361,False,0
2023-01-18,P018,404,False,0
2023-01-18,P019,455,False,0
2023-01-18,P020,490,False,0
2023-01-18,P021,376,False,0
2023-01-18,P022,371,False,0
2023-01-18,P023,405,False,0
2023-01-18,P024,479,False,0
2023-01-18,P025,463,False,0
2023-01-18,P026,423,False,0
2023-01-18,P027,390,False,0
2023-01-18,P028,398,False,0
2023-01-18,P029,431,False,0
2023-01-18,P030,402,False,0
2023-01-18,P031,324,False,0
2023-01-18,P032,447,False,0
2023-01-18,P033,370,False,0
2023-01-18,P034,445,False,0
2023-01-18,P035,397,False,0
2023-01-18,P036,434,False,0
2023-01-18,P037,448,False,0
2023-01-18,P038,458,False,0
2023-01-18,P039,337,False,0
2023-01-18,P040,440,False,0
2023-01-19,P001,399,False,0
2023-01-19,P002,420,False,0
2023-01-19,P003,455,False,0
2023-01-19,P004,328,False,0
2023-01-19,P005,477,False,0
2023-01-19,P006,456,False,0
2023-01-19,P007,372,False,0
2023-01-19,P008,360,False,0
2023-01-19,P009,372,False,0
2023-01-19,P010,443,False,0
2023-01-19,P011,482,False,0
2023-01-19,P012,391,False,0
2023-01-19,P013,411,False,0
2023-01-19,P014,460,False,0
2023-01-19,P015,402,False,0
2023-01-19,P016,500,False,0
2023-01-19,P017,361,False,0
2023-01-19,P018,401,False,0
2023-01-19,P019,452,False,0
2023-01-19,P020,490,False,0
2023-01-19,P021,363,False,0
2023-01-19,P022,371,False,0
2023-01-19,P023,405,False,0
2023-01-19,P024,479,False,0
2023-01-19,P025,457,False,0
2023-01-19,P026,409,False,0
2023-01-19,P027,384,False,0
2023-01-19,P028,398,False,0
2023-01-19,P029,430,False,0
2023-01-19,P030,402,False,0
2023-01-19,P031,324,False,0
2023-01-19,P032,447,False,0
2023-01-19,P033,368,False,0
2023-01-19,P034,445,False,0
2023-01-19,P035,378,False,0
2023-01-19,P036,432,False,0
2023-01-19,P037,444,False,0
2023-01-19,P038,447,False,0
2023-01-19,P039,332,False,0
2023-01-19,P040,438,False,0
2023-01-20,P001,399,False,0
2023-01-20,P002,417,False,0
2023-01-20,P003,453,False,0
2023-01-20,P004,324,False,0
2023-01-20,P005,477,False,0
2023-01-20,P006,451,False,0
2023-01-20,P007,368,False,0
2023-01-20,P008,339,False,0
2023-01-20,P009,370,False,0
2023-01-20,P010,443,False,0
2023-01-20,P011,477,False,0
2023-01-20,P012,365,False,0
2023-01-20,P013,410,False,0
2023-01-20,P014,460,False,0
2023-01-20,P015,396,False,0
2023-01-20,P016,500,False,0
2023-01-20,P017,361,False,0
2023-01-20,P018,391,False,0
2023-01-20,P019,447,False,0
2023-01-20,P020,490,False,0
2023-01-20,P021,346,False,0
2023-01-20,P022,366,False,0
2023-01-20,P023,400,False,0
2023-01-20,P024,479,False,0
2023-01-20,P025,452,False,0
2023-01-20,P026,400,False,0
2023-01-20,P027,383,False,0
2023-01-20,P028,384,False,0
2023-01-20,P029,430,False,0
2023-01-20,P030,391,False,0
2023-01-20,P031,324,False,0
2023-01-20,P032,447,False,0
2023-01-20,P033,364,False,0
2023-01-20,P034,444,False,0
2023-01-20,P035,374,False,0
2023-01-20,P036,432,False,0
2023-01-20,P037,438,False,0
2023-01-20,P038,447,False,0
2023-01-20,P039,332,False,0
2023-01-20,P040,436,False,0
2023-01-21,P001,399,False,0
2023-01-21,P002,417,False,0
2023-01-21,P003,449,False,0
2023-01-21,P004,317,False,0
2023-01-21,P005,472,False,0
2023-01-21,P006,451,False,0
2023-01-21,P007,361,False,0
2023-01-21,P008,325,False,0
2023-01-21,P009,370,False,0
2023-01-21,P010,443,False,0
2023-01-21,P011,477,False,0
2023-01-21,P012,357,False,0
2023-01-21,P013,405,False,0
2023-01-21,P014,456,False,0
2023-01-21,P015,396,False,0
2023-01-21,P016,500,False,0
2023-01-21,P017,356,False,0
2023-01-21,P018,389,False,0
2023-01-21,P019,442,False,0
2023-01-21,P020,490,False,0
2023-01-21,P021,342,False,0
2023-01-21,P022,366,False,0
2023-01-21,P023,392,False,0
2023-01-21,P024,479,False,0
2023-01-21,P025,452,False,0
2023-01-21,P026,399,False,0
2023-01-21,P027,381,False,0
2023-01-21,P028,381,False,0
2023-01-21,P029,430,False,0
2023-01-21,P030,384,False,0
2023-01-21,P031,323,False,0
2023-01-21,P032,445,False,0
2023-01-21,P033,354,False,0
2023-01-21,P034,444,False,0
2023-01-21,P035,363,False,0
2023-01-21,P036,431,False,0
2023-01-21,P037,437,False,0
2023-01-21,P038,447,False,0
2023-01-21,P039,332,False,0
2023-01-21,P040,436,False,0
2023-01-22,P001,398,False,0
2023-01-22,P002,417,False,0
2023-01-22,P003,442,False,0
2023-01-22,P004,308,False,0
2023-01-22,P005,472,False,0
2023-01-22,P006,451,False,0
2023-01-22,P007,338,False,0
2023-01-22,P008,308,False,0
2023-01-22,P009,356,False,0
2023-01-22,P010,441,False,0
2023-01-22,P011,477,False,0
2023-01-22,P012,340,False,0
2023-01-22,P013,404,False,0
2023-01-22,P014,456,False,0
2023-01-22,P015,384,False,0
2023-01-22,P016,500,False,0
2023-01-22,P017,345,False,0
2023-01-22,P018,389,False,0
2023-01-22,P019,436,False,0
2023-01-22,P020,490,False,0
2023-01-22,P021,330,False,0
2023-01-22,P022,362,False,0
2023-01-22,P023,381,False,0
2023-01-22,P024,477,False,0
2023-01-22,P025,452,False,0
2023-01-22,P026,398,False,0
2023-01-22,P027,373,False,0
2023-01-22,P028,371,False,0
2023-01-22,P029,422,False,0
2023-01-22,P030,384,False,0
2023-01-22,P031,312,False,0
2023-01-22,P032,442,False,0
